cleaned_tweet,sentiment
kami terus berupaya memperbaiki sistem dan memastikan pelayanan yang lebih baik untuk seluruh wajib pajak terima kasih atas pengertian dan dukungan yang telah diberikan apology from djp regarding the implementation of djp coretax,neutral
permohonan maaf djp terkait implementasi coretax djp direktorat jenderal pajak djp menyampaikan permohonan maaf atas ketidaknyamanan yang dialami oleh wajib pajak selama implementasi sistem coretax djp,neutral
min saya create fpk di coretax pada saat simpan konsep kenapa muncul notifikasi seperti gambar yang terlampir ya ini udah berkali kali,neutral
jangan sampai faktur anda terupload double di coretax yuk gunakan fitur proteksi coretax abipro software akuntansi untuk memastikan semuanya berjalan lancar no double no trouble coretax pajak ppn pajakcoretax,neutral
ngerjain coretax ini emang bener ngerusak mood jire,negative
hallo open jasa konsultan pajak pencatatan transaksi harian dari mutasi rekening lapor spt masa pph restitusi pajak keberatan pajak bukti potong wa yang dibio langsung yah kak jokipajak zonauang coretax,neutral
oalahh gini tuh emang si coretax tai nya yang eror ya gue kira inputan gue yg salahh jirr dari tadi kyk gini jugaaa,negative
yakaaan ka ak sampe gabisa nge fangirl grgr coretax,positive
halo kak mau tanya jadi saya ada terbitkan bupot untuk satu transaksi kalau dari coretax saya saya hanya terbitkan satu bupot untuk satu transaksi tetapi di vendor muncul bupot untuk satu transaksi salah satu bupot tidak ad di kami mohon penjelasan nya tq,neutral
min ini saya mau ganti email untuk bs akses djp dari menu coretax kok masih error terus ya,negative
nahan laper karena puasa dan nahan ga ngumpat karena coretax,negative
agak oot tp w baru bantuin bapak coba coretax krn bapak bilang dibilangin org pajak kl e billing sekarang lewat coretax trs kek npwp sm nik bisa beda data tbtb alamat wp di provinsi lain padahal coba login djponline aman aja ga ada yg berubah gapaham,negative
lebih ke bikin aplikasi baru sih kalo sy harganya coretax kemurahan bikin aplikasi core of the coretax senilai t,neutral
sore kak mau bertanya apa ada panduan untuk mangajukan permohonan pengurangan penghapusan sanksi melalui coretax ya ini td saya sdh coba ke kpp infonya lgsg menggunakan coretax tp blm dikasih tau detail caranya terimakasih,neutral
emang coretax nih akal akalan siapa sih,negative
hai kak perubahan data tersebut juga dapat dilakukan melalui akun coretax ya kak tks dwan,neutral
min ini gimana mau buat faktur pajak coretax error mulu tinggal simpan konsep tapi keluar begini mulu ya allah,negative
ka mau apa udah bisa buat returnya di coretax solusinya gimana ka saya masalahnya jg sama kaya gitu,negative
ada yg harus diperbaiki data gw di coretax ga bs login sampe skg asu,negative
coretax kenapa ya cobaan puasa bgt astagfirrr,negative
ini kenapa lagi dengan coretax ya padahal saya rekam bupot a ada org tapi di lampiran l ib dan l ii pada spt induk cuma org yang muncul ada aja terus masalah coretax,negative
hai kak mohon maaf atas ketidaknyamanannya atas kendala tersebut silakan pastikan semua parameter wajib telah diisi dengan benar ya kak selain itu sebelum akses laman coretax silakan lakukan beberapa langkah sebagai berikut bersihkan seluruh cookies dan cache pada,neutral
hai kak untuk perubahan data email silakan dapat dilakukan melalui coretax milik wp jika telah terdaftar silakan akses laman lalu menuju menu portal saya profil saya informasi umum edit silakan diubah bagian detail kontak kring pajak,neutral
sumpah djp kantor pajak siapa pun yang mengelola coretax tolong lah tambahin menu download pdf secara masal untuk faktur pajak dan bukti potong tolong lah permudah pekerjaan budak korporat kaya saya ini udah coba ikutin tutorial coding ga bisa ini,negative
hari hari dibikin jatuh cinta sama coretax,positive
gue udah ditahap ngga tau mau ngamuk gimana lg ngadepin coretax ini gue nangis aja apayaaak cape bngt sumpah error muluu,negative
hai kak boleh dijelaskan jasa impor yang dimaksud seperti apa kak apakah kakak menyerahkan jasa freight forwarding pengurusan dokumen atau bagaimana kak secara umum pembuatan faktur pajak di coretax dilakukan dengan login akun pic drafter yang impersonate lalu masuk,neutral
hai kak silakan dapat mengajukan permohonan perubahan data ya mohon maaf layanan twitter x tidak dapat memproses permohonan perubahan data wajib pajak untuk perubahan data email dapat dilakukan melalui coretax milik wp silakan akses laman,neutral
sumpahhh sebel banget deh coretax ini,negative
hai kak mohon kesediaannya untuk mencoba kembali secara berkala ya kak jika berkenan error pada coretax djp dapat dilaporkan melalui sistem melati untuk dibuatkan tiket permasalahan melalui helpdesk kpp atau layanan kring pajak telepon kring pajak atau livechat,neutral
hai kak apakah yang kakak maksud pada akun djp online atau coretax jika yang dimaksud adalah pada akun coretax alur pelaporannya adalah dengan membuat bukti potong melalui menu ebupot bppu bpnr penyetoran sendiri digunggung unggah bupot dan pastikan sudah diterbitkan,neutral
sekarang ada lagi kasusnya ga selesai yaa ini coretax masalahnya skrng udh bisa muncul nominal di spt tapiiiiiiii kenapa faktur yang batal ikutan masuk di penarikan spt ppn feb kan namanya juga batal masa masuk lampiran a a seneng banget kerja setengah,positive
sekarang ada lagi kasusnya ga selesai yaa ini coretax masalahnya skrng udh bisa muncul nominal di spt tapiiiiiiii kenapa faktur keluaran yang batal ikutan masuk di penarikan spt ppn feb kan namanya juga batal masa masuk lampiran seneng banget kerja setengah,positive
halo min kalau pembatalan faktur oleh penjual kita sebagai pembeli perlu menyetujui itu mksd menyetujui d sistem coretax kita harus bagaimana,neutral
sekarang ada lagi kasusnya ga selesai yaa ini coretax masalahnya skrng udh bisa muncul nominal di spt tapiiiiiiii kenapa faktur keluaran yang batal ikutan masuk di penarikan spt ppn feb kan namanya juga batal masa masuk lampiran seneng banget kerja setengah,positive
cek validitas sertifikat digital kode otorisasi djp kawanpajak pastikan sertifikat digital dan kode otorisasi djp kamu masih valid sebelum digunakan untuk layanan perpajakan ikuti langkah berikut untuk melakukan pengecekan dan memastikan kelancaran transaksi di coretax,neutral
hai kak mohon maaf atas ketidaknyamanannya terkait error tersebut sedang dalam peningkatan layanan oleh tim terkait apabila memungkinkan kakak dapat mencoba menginputkan bukti pemotongan tersebut secara key in satu per satu di aplikasi coretax kakak juga dapat mencoba,neutral
halo admin coretax ppn makin berantakan kenapa ya kemarin berhasil lapor setelah buat pembetulan sekarang mau lapor ppn feb macet amburadul yg diinput beda dg output solusinya apa ke kpp kpp juga tidak jawab,negative
sekarang ada lagi kasusnya ga selesai yaa ini coretax masalahnya skrng udh bisa muncul nominal di spt tapiiiiiiii kenapa faktur keluaran yang batal ikutan masuk di penarikan spt ppn feb kan namanya juga batal masa masuk lampiran seneng banget kerja setengah,positive
hai kak mohon maaf atas ketidaknyamanannya saat ini telah tersedia update format impor xml yang dapat diunduh pada tautan silakan dicoba kembali menggunakan skema impor xml terbaru ya kak tks stin,neutral
hari hari bergelut dengan coretax,neutral
min kalo faktur pajak nya bener tapi tampilan di coretax nya error itu gimana,negative
ya allah kenapa ya dua hari ini bikin faktur di coretax susah banget pingin nangees,negative
finally selese juga ini coretax masih kesel ya anjir gue sumpahin yg pake duit pajak negara buat hal sampah ga berguna rot in hell,negative
hai kak mohon maaf atas ketidaknyamanannya silakan dicoba kembali dengan langkah berikut terlebih dahulu login ke aplikasi coretax wp badan pusat sebagai pic pusat pilih menu informasi umum klik tombol edit pada pojok kanan atas pilih sub menu tempat kegiatan,neutral
kakk ud coba login pas malem utk pribadi ga perlu coretax dlu gpp,neutral
hai kak untuk mengubah data klu silakan mengajukan permohonan perubahan data ya kak perubahan data tsb dapat dilakukan secara elektronik melalui akun coretax wajib pajak untuk orang pribadi kakak bisa memilih menu portal saya perubahan data identitas wajib pajak,neutral
apakah email di akun coretax badan bisa diubah dan berbeda dengan email di djp online atau harus sama,neutral
min mau tanya ini saya import faktur pajak keluaran di coretax kok dppnya beda dgn angka yg diinput di excelnya ya kalo dpp nilai lain dan ppn nya angkanya sama dgn di excel,negative
habis nonton konser di jis besoknya ngerjain coretax,neutral
mau misuhh gra coretax eh muncul chat sandyourheart jd gmn gtu tp ttp misuh si hhaaa gegara menghambat,negative
taxmin mau tanya kalau ada transaksi impor masa februari tapi sampai saat ini belum ada faktu pajak masukannya di coretax itu gimna ya,neutral
wkwk setan dah ga berkeliaran villainnya ganti jd coretax,negative
cape banget gua mah sama coretax hari ini bnr bnr gabisaaa,negative
hai kak apakah yang kakak maksud adalah permohonan pengembalian pajak yang seharusnya tidak terutang jika iya permohonan pengembalian pajak yang seharusnya tidak terutang dapat diajukan melalui coretax silakan klik menu pembayaran klik formulir restitusi pajak isikan,neutral
hai kak retur pajak masukan atas faktur pajak yang terbit di bisa dilakukan melalui coretax namun hanya dapat dilakukan apabila faktur pajak tersebut sudah masuk dalam daftar fp masukan pada menu pajak masukan di coretax dan sudah berstatus credited uncredited silakan,neutral
hadeuh coretax ini kalah nungguin bayi bentar harus ditengok msh error ga msh down ga sistemnya uda bener belum kadang edan kadang eling tekanan darah jadi meningkat kalo uda saatnya bayar dan lapor pajak masa setiap bulan harus emosi jiwa sih mau sampe kapan,negative
sbnrnya yg enak dr coretax tu kl kt ud bayar gausaah lapor lg dia udh lgsg otomatis selesai gitu yaa krn tombol bayar dan lapor,positive
kalo inget project coretax itu aku langsung banyak istighfar ajalah,positive
hai kak jika ada perubahan seharusnya otomatis berubah namun jika masih belum berubah kami sarankan silakan melakukan langkah langkah berikut sebelum login coretax clear cache cookies pada browser gunakan private atau incognito window gunakan browser atau,neutral
gimana cara pbk atas kelebihan bayar pph umkm final di coretax ya saya cari di menu pemindahbukuan atas pembayaran pph final tersebut tidak muncul,neutral
jika masih mengalami kendala bisa coba membuka laman coretax melalui incognito private window atau clear cache dan cookies dari browser yang digunakan ya kak tks aogo,neutral
hai kak perubahan data tersebut dapat dilakukan melalui keduanya ya kak panduan perubahan data coretax dapat dilihat melalui tautan berikut tks ming,neutral
hai kak apakah yang dimaksud info kswp pada djp online untuk pengajuan permohonan yang sebelumnya diakses melalui menu kswp djp online saat ini diakses melalui laman coretax untuk panduan silakan dapat diakses melalui login coretax kakak masuk ke,neutral
emg biadab bgt coretax yaallah bikin kerjaan numpuk emosiii,negative
min kami kalau bikin faktur atas penjualan kendaraan motor pakai nik dan bisa bisa aja tapi ini upload xml rincian kendaraan di coretax ga bisa krn pakai nik sedangkan kami tidak ada data npwp pembeli pun juga pembeli tidak memiliki npwp solusinya bagaimana,negative
hai kak untuk keterangan nik di duplikasi kemungkinan nik kakak pernah terdaftar sebagai npwp silakan pilih menu lupa kata sandi atau aktivasi akun wajib pajak saja di coretax,neutral
hai kak permohonan penetapan wajib pajak non efektif saat ini dapat diajukan secara online melalui akun coretax wajib pajak melalui menu portal saya perubahan status penetapan wajib pajak nonaktif selain itu permohonan ini juga dapat diajukan ke kpp secara tertulis,neutral
hai kak apakah setelah mengajukan aktivasi efin tsb kemudian kakak melakukan registrasi akun djp online di laman apabila belum silakan kakak pilih menu aktivasi akun wajib pajak di halaman awal coretax silakan cek gambar terlampir dalam hal alamat,neutral
gada hari tidak mengeluh gegara coretax,negative
hai kak mohon maaf atas ketidaknyamanannya apakah saat ini masih mengalami kendala apakah fpk nya sudah approve saat ini masih ada kendala coretax pada menu pelaporan spt ppn kendala tersebut masih ditangani oleh tim terkait hingga saat ini apabila sudah approve untuk,neutral
saya mau mengajukan pbk kode menjadi deposit pajak di email bukti pbk udh dkirim pdhl di coretax mau mengajukan aja ga bisa gagal trs jdi sebetulnya pengajuan pbk saya diterima apa ga ka,negative
min mau tanya lagi ttg skf dari tanggal pengajuan sampe jadi suratnya berapa lama ya kok aku bikin skf di coretax ga pernah bisa bisa ya,negative
hai open jasa konsultan pajak pembuatan laporan keuangan lapor spt tahunan orang pribadi umkm pt cv perhitungan pajak kalkulasi pph tanggapan sp dk pembuatan laporan keuangan spt wa yang dibio langsung ya kak jokipajak zonauang coretax,neutral
verifikasi otp di coretax waktunya cuma menit tapi otp baru masuk menit kemudian wkwkwk,negative
besok doakan aku mood buat costest ya hari ini sibuk bgt coretax gajelas,negative
hai kak untuk kendala tersebut silakan kakak menyampaikan ke lawan transaksi pembeli untuk melakukan sinkronisasi data nomor aju dari sistem ceisa agar datanya masuk ke coretax djp dengan cara mengklik tombol kirim ulang pajak setelah mendapatkan data dari bc silakan,neutral
min kenapa saya mau aktivasi coretax wna itu loading terus ya udah sebulan saya coba tidak ada perkembangan,neutral
hai kak silakan gunakan template terbaru pada tautan berikut pastikan informasi npwp pemotong dan begitupun id tku sudah diisi dengan benar sesuai petunjuk pada sheet bpmb dan tidak merubah format cell ya kak tks dian,neutral
the second sentences so u lah tetep harus coretax ci krn need to activate acc kita dr server sebelumnya gitu pokoknya gitu lah ribet uda u pake tax consultant aja ud paling bener drpada emosi,negative
hai kak jika hanya aktivasi akun wp di maka nik kakak belum aktif sebagai npwp agar nik juga dapat berlaku sebagai npwp silakan dapat melakukan aktivasi nik dan jika sudah melakukan aktivasi akun coretax silakan dapat melakukan aktivasi nik secara,neutral
hai kak jika kakak menggunakan mekanisme impor yang terdapat nilai diskon silakan untuk mengedit secara key in manual untuk fp tsb pada dasarnya terdapat perbedaan kolom penginputan pada aplikasi e faktur desktop dengan coretax sehingga data faktur yang diinput,neutral
apakah perlu surat kuasa jika menunjuk presiden direktur menunjuk direktur lainnya untuk penandatangan di coretax tlg jelaskan jenis kuasa khusus dsb terima kasih,neutral
bingung bgt sm coretax bajingan ini gue nge uncredit fp tp kaga muncul di b gue dan udh tgl segini emg web tolooooll,negative
disuruh lewat coretax npwp terbitan maupun migrasi sudah tidak bisa pake m pajak atau web,neutral
memang coretax tolol dimanfaatin sama orang orang culas gatau diri,negative
laporan pajak masa ppn bulan februari belum keluar kh di coretax,neutral
gaes fpk coretax sudah bisa di edit,neutral
masih banyak yg harus di hate coretax itu gausah ditanya semoga ga ditutup aja hati ortu gw biar dikasih pengampunan ga jadi pemerentah enabler,negative
ikuti langkah langkah di infografis berikut untuk melakukan pengecekan dan memastikan kelancaran transaksi di coretax check the validity of your digital certificate djp authorization code,neutral
coretax knp lagi sih anjirrrrrr,negative
min saya kan ada faktur pajak masukan yang nominal di coretax dan di fakturnya berbeda jadi di coretaxnya saya tandai sebagai tidak valid apakah di pihak penjual bisa mengkreditkan faktur pajak tersebut,neutral
hai kak pembulatan di laman coretax menggunakan pembulatan komersial ya kak mohon menunggu hingga ada ketentuan peraturan yang mengatur lebih lanjut terkait teknis pembulatan tersebut silakan diikuti sesuai aplikasi ya kak tks byah,neutral
hai kak mohon maaf atas ketidaknyamanan yg dialami bisa diinformasikan detail kendalanya bagaimana apakah maksudnya nilai di bupot tidak sesuai dengan di spt jika iya silakan klik refresh pada konsep spt dan lampiran spt sebelum mengakses situs coretax silakan kakak,neutral
another day another problem kah ini coretax tanggalnya udah februari kok masa pajaknya di maret ya sementara masa pajak sudah otomatis dan gabisa diganti manual,negative
halo min mau tanya ini coretax kenapa faktur pajak keluaran yg bulan januari kok ilang ya di refresh ga muncul sama sekali di coretax kalo faktur pajak masukan ada,negative
hai kak mohon maaf atas ketidaknyamanan yang dialami terkait dengan error bad request disebabkan karena load ke server yang sedang tinggi mohon kesediaannya untuk mencoba kembali secara berkala dan sebelum mengakses coretax kembali disarankan untuk mencoba langkah,neutral
hai kak untuk perpanjangan penetapan daerah tertentu saat ini silakan dapat diajukan melalui akun coretax ya silakan dapat masuk ke menu layanan wajib pajak layanan administrasi buat permohonan layanan administrasi pilih as penetapan perpanjangan penetapan daerah,neutral
hai kak mohon maaf taxmin ralat jawaban sebelumnya ya kak terkait prosedur aktivasi nik saat ini menu tersebut tidak tersedia coretax wajib pajak silakan dapat melakukan aktivasi nik ke kpp terdekat tks asti,neutral
halo kak apakah di coretax jika ada stp kami tidak bisa melihat dokumennya dokumen seperti stp sebelumnya yg kami terima sebelum era coretax,neutral
coretax brengsekkkkkkkkkkkkkkkkkk lu sebenernya mau kita gimana sih ini kita udah kayak kelinci percobaan,negative
dapet info katanya bulan april coretax mulai stabil lha terus menurut ngana kita ngabisin bulan maret ini gimana menimbun berkas kah,negative
ya allah masih waras ngadepin coretax aja dah syukur,positive
berarti udeh jelas yang harusnya diseret ke pengadilan duluan si sri mulyono merugikan negara akibat coretax busuknya kementrian beliau,negative
hai kak mohon maaf atas ketidaknyamanannya apakah saat ini masih mengalami kendala saat ini masih ada kendala coretax pada menu pelaporan spt ppn kendala tersebut masih ditangani oleh tim terkait hingga saat ini untuk sementara bisa dicoba refresh dan cek secara berkala,neutral
hai kak yang dimaksud tweet sebelumnya adalah pengisian pada excelnya bukan daftar bp not issued silakan pastikan lagi isian pada formatnya pakah ada yang double pengisiannya jika masih terkendala silakan input secara manual secara langsung di coretax tks yhan,neutral
halo min saya sudah melakukan pembayaran untuk pph umkm tapi kenapa di coretax bagian billing yang belum di byar masih muncul ya,neutral
hi kak setelah aku cek di coretax masih belum ada notifikasi apa apa tapi katanya bulanannya udah kena pajak apakah masih nunggu sistem biar stabil dulu soalnya kalo dulu kita bisa liat di djp berkala dan terupdate agar tidak ada salah paham antara pemberi kerja dan penerima,neutral
t bapuk bgt web coretax,positive
kayanya aku tau alasan aku stress smpe ga haid coretax,negative
wkwkwkwk coretax pas buka di egde gbs trs move ke opera mini br bs web t kalau diakses tp tiap bbrp jam sekali hrs pindah kaya gini ajg bgt daaaaa,positive
mo marah drtd mau buka coretax gini terus,negative
with sg s internet speed i still can t open coretax jir kapan ya mereka kerja bener,neutral
min di coretax tidak ada menu perubahan untuk stelsel kas solusi,neutral
setelah berhasil login ke akun coretax kakak dapat mengunduh dokumen selain surat penerbitan aktivasi akun wajib pajak melalui menu portal saya dokumen saya tks dati,neutral
hai kak mohon maaf atas ketidaknyamanan yg dialami apabila sampai dgn saat ini kakak belum menerima email yang berisi dokumen dokumen setelah berhasil melakukan aktivasi akun melalui coretax silakan mengajukan permohonan pengiriman kembali surat penerbitan aktivasi akun wp,neutral
saat ini pkp dapat membuat faktur pajak melalui tiga saluran resmi yaitu coretax djp pjap e faktur host to host e faktur client desktop pastikan pembuatan faktur pajak sesuai ketentuan simak selengkapnya dalam infografis berikut,neutral
hai kak mohon maaf atas ketidaknyamanannya silakan kakak coba hapus konsep spt kemudian buat kembali konsep spt masa pph unifikasi sebelum mengakses coretax disarankan melakukan clear cache cookies pada browser atau gunakan browser lain mode private incognito window ya,neutral
setelah berhasil login ke akun coretax kakak dapat mengunduh dokumen selain surat penerbitan aktivasi akun wajib pajak melalui menu portal saya dokumen saya tks asti,neutral
minn ini kenapa tombol simpan sama upload faktur pajak di coretax gabisa,negative
halo kak coretax ini kenapa yaa kok gabisa simpan konsep ataupun langsung upload faktur tulisannya seperti ini segera dibenahi yaaaaa,negative
hai kak mohon maaf atas ketidaknyamanan yg dialami apabila sampai dgn saat ini kakak belum menerima email yang berisi dokumen dokumen setelah berhasil melakukan aktivasi akun melalui coretax silakan mengajukan permohonan pengiriman kembali surat penerbitan aktivasi akun wp,neutral
hai kak mohon maaf atas ketidaknyamanannya silakan kakak coba hapus konsep spt kemudian buat kembali konsep spt masa pph unifikasi sebelum mengakses coretax disarankan melakukan clear cache cookies pada browser atau gunakan browser lain mode private incognito window ya,neutral
kak bagaimana cara login coretax dengan ktp istri yg biasanya npwp nya gabung dengan suami,neutral
min kalau akun coretax kekunci gimana ya,neutral
min untuk dokumen lain masukan bisa di upload dari seller ya di jan saya sudah input di coretax dan lapor dokumen lain masukan jika seller juga input sepertinya ada dokumen lain yg sama kita sebagai buyer input sendiri atau menunggu seller input ya min,neutral
cara menampilkan pajak masukan di akun pembeli pada coretax kawanpajak ingin melihat pajak masukan di akun pembeli melalui coretax ikuti langkah langkahnya di infografis berikut dan pastikan data transaksi sesuai agar pajak masukan dapat ditampilkan dengan lancar,neutral
pastikan juga sudah membuka spt masa ppn melalui akun coretax pic pegawai yang memiliki role akses sebagai vat tax return signer dan sudah impersonate ke akun wp badan tks anti,neutral
hai kak mohon maaf atas ketidaknyamanannya silakan kakak coba hapus konsep spt kemudian buat kembali konsep spt masa pph unifikasi sebelum mengakses coretax disarankan melakukan clear cache cookies pada browser atau gunakan browser lain mode private incognito window ya,neutral
coretax system akan berjalan lebih optimal apabila telah dilengkapi dengan berbagai data,positive
setelah berhasil melakukan perubahan data di akun coretax mohon kesediaannya untuk menunggu proses sinkronisasi data hingga data email yang terdaftar di djp online juga ikut berubah tks ekke,neutral
hai kak mohon maaf atas ketidaknyamanannya kendala faktur pajak yang dialami sedang dilakukan perbaikan oleh tim terkait mohon kesediaannya untuk menunggu dan cek secara berkala atas kendala nspf di enofa kemungkinan sedang dalam proses sinkronisasi aplikasi coretax dan,neutral
hai kak mohon maaf atas ketidaknyamanannya silakan kakak coba hapus konsep spt kemudian buat kembali konsep spt masa pph sebelum mengakses coretax disarankan melakukan clear cache cookies pada browser atau gunakan browser lain mode private incognito window ya kak,neutral
untuk mendapatkan layanan asistensi yang tepat dan akurat asistensicoretax coretax solusipajak,neutral
halo kawanpajak asistensi coretax kini hadir untuk memberikan solusi yang tepat dengan layanan yang profesional dan terpercaya kami siap membantu anda dalam setiap urusan perpajakan melalui coretax segera datang ke kpp pratama jakarta tanjung priok,positive
saya sudah lapor ppn dan pph unifikasi tapi bpe tidak muncul baik di coretax dokumen dan email di email memang masuk notifikasi sudah lapor tp lampiran pdf bpe tdk ada apakah sudah masuk sebagai terlapor atau belum jadinya solusinya gimana ini biar dapat bpe ny,negative
untuk pelaporan pajak masa desember di website djp atau di coretax,neutral
hai kak mohon maaf atas ketidaknyamanannya terkait kendala yang disampaikan tersebut silakan coba lakukan beberapa hal berikut sebelum mengakses laman coretax clear cookies and cache pada browser gunakan private window firefox incognito window chrome gunakan,neutral
ka untuk membuat pajak pengganti dari kode dari e faktur desktop ke kode apakah bisa dilakukan di e faktur desktop lagi atau harus di app coretax,neutral
ini coretax beneran ngeselin dehh suka angot an td sblm lunch error melulu tp stlh lunch jadi bener halahhh,negative
iyaaa wkwk aku lngsng nelpon trus kata customer ku iya bu gitu aja capek jg nunggu coretax kapan bener,negative
hai kak mohon maaf atas ketidaknyamanannya sepanjang spt sudah masuk di menu spt spt dilaporkan maka spt sudah berhasil dilaporkan terkait bpe yg tidak muncul silakan kakak bisa unduh melalui coretax pada menu surat pemberitahuan spt pilih surat pemberitahuan spt,neutral
hai kak mohon maaf atas ketidaknyamanannya mohon dicek kembali pada menu tempat kegiatan usaha akun coretax npwp pusat apakah pihak yang ditunjuk sebagai drafter atau signer namanya sudah tercantum dalam nitku tersebut,neutral
coretax sumber masalahnya udah rugikan negara dan wp berapa triliun itu tapi sama masih santai bae,negative
halo min ini simpan konsep efaktur di coretax ga bisa mau upload faktur dari kemarin gagal trs kayak gini nyari terjemahan info errornya tuh ada manual book nya gaksih bisa kita balik lagi ke efaktur desktop dan djponline gak,neutral
coretax tolong la kerja sama nyaaaa mau simpan draft fp ga bisa mau upload fp ga bisa acem mana dongg kesabaran ku uji mulu tiap hari,negative
hai kak jika nik belum padan dengan npwp registrasi coretax maka akan muncul pesan error bahwa nik tin belum terdaftar pada sistem ya kak pastikan pegawai tersebut sudah melakukan pemadanan nik atau sudah registrasi akun coretax untuk penerbitan bukti potong a tidak,neutral
sebelum ada peraturan maks upload faktur tgl uploadnya tgl an setelah ada peraturan tanggal setelah ada coretax tgl segini dah buru upload takut error sewaktu,negative
hai kak apakah maksudnya orang pribadi yang melakukan pembelian bkp jkp dari pkp dan dikenakan ppn jika iya seharusnya untuk faktur pajak tersebut muncul pada menu pajak masukan di coretax jika tidak muncul di coretax silakan menyampaikan kendala tersebut melalui helpdesk,neutral
himbauan pelaporan spt tahunan pegawai organisasi perangkat daerah penyampaian informasi seputar aplikasi coretax pajakkuatapbnsehat pajakkitauntukkita,neutral
konfirmasi terkait pagu tahun himbauan pelaporan spt tahunan pegawai organisasi perangkat daerah penyampaian informasi seputar aplikasi coretax pajakkuatapbnsehat pajakkitauntukkita,neutral
penyampaian informasi seputar aplikasi coretax pajakkuatapbnsehat pajakkitauntukkita,neutral
himbauan pelaporan spt tahunan pegawai instansi vertikal penyampaian informasi seputar aplikasi coretax pajakkuatapbnsehat pajakkitauntukkita,neutral
mjb ka ini di kreditkan aja di bagian pm coretax nya kalau fpm nya berkode klik tdk kreditkan kalau fpm nya kode tp emang harus nunggu dl sampai fpm nya muncul di pm coretax biasanya migrasi dr efaktur nya bisa harian,neutral
teknologi yg asal diterapkan coretax di pajak neraca komoditas di kemenperin yg hasilnya zonk semua bukan menyelesaikan masalah malah menyulitkan industri,negative
min ini coretax udah hari begini terus solusinya apa min,negative
aku korban coretax kerjaan numpuk semua di kantor,negative
min hari kmrn pikiran agak tenang karena coretax lancar kenapa pagi ini jam muncul setan baru lagi sudah sukses upload faktur pas mau di print kenapa hanya tinggal faktur jangan minta screenshot ya,negative
gk kebalik bu apa kabar coretax,positive
gak ada yg pengen demo coretax,negative
ini kotex yaa tapi aku bacanya coretax gumoh coretax error hari,negative
saya juga punya partner coding katanya kalo syntax error terus kayak coretax perlu adat ala francis terutama buat sipaling hilirisasi digital itu btw selamat sahur mbak dan semuanya,positive
juga bahwa pasca efisiensi anggaran bermasalahnya coretax dan tambahan anggaran untuk danantara pemerintah makin tertutup soal kondisi fiskal celios,neutral
bulan lalu bisa loh login coretax dgn gampang kok sekarang ga bisa udah ada tulisan akun kesuspend kalo salah sekali lagi kan serem wkkwkwkw,negative
hi all kami menawarkan jasa konsultan pajak freelance menangani keperluan setting coretax administrasi perpajakan perhitungan spt masa dan tahunan perhitungan spt badan dan op pelaporan spt pendampingan dan keperluan sp dk administrasi pajak lainnya zonauang,neutral
masa pajak januari dan seterusnya pake coretax di akun pic yg impersonate wajib pajak,neutral
min bagaimana cara input ppn disetor di muka dalam masa pajak yang sama di coretax karena kami perusahaan kawasan berikat sering menyetor sendiri ppn import dan lokal dengan kode billing dari djbc,neutral
gue masi ngerjain fp sampe jam segini masi send ke user jg trs tbtb ada yg wa kenapa br skrg ini hacker bgst gajelassss semua grgr coretax anjgggg wkwkwk tp hiburan tp kesel tp ya allah kocakkkkkkk,negative
haay open jasa konsultan pajak tanggapan sp dk pencatatan transaksi harian dari mutasi rekening perhitungan pajak kalkulasi pph lapor spt tahunan orang pribadi umkm pt cv pembuatan laporan keuangan wa yang dibio langsung yaw coretax zonauang jokipajak,neutral
selain oss ternyata coretax nyebelin juga yaa astgafirullahh,negative
emang gajelas itu coretax,negative
haaii open jasa konsultan pajak lapor spt masa pph restitusi pajak keberatan pajak pembuatan laporan keuangan lapor spt bukti potong wa yang dibio langsung yah coretax zonauang jokipajak,neutral
imbas coretax penerimaan negara turun drastis kah,negative
kawanpajak pilihlah menu pendaftaran registrasi sesuai dengan kebutuhan perpajakan anda selanjutnya perhatikan juga perubahan status yang terjadi saat memilih masing masing menu pada coretax djp selengkapnya simak pada infografis berikut,neutral
bacot lu sri goblok noh coretax gimana biaya pembuatan mahal tapi hasilnya sampah,negative
kawanpajak pajak masukan masa pajak oktober november dan desember dapat dikreditkan pada masa pajak yang tidak sama di masa pajak januari melalui coretax djp,neutral
coretax pile of shit capeekkkkkkkkk ketendang mulu tiap mau bikin fp pengganti,negative
tes cpns tes pppk lebih mumet ngerjakan ini coretax,negative
haii open jasa konsultan pajak lapor spt masa pph restitusi pajak keberatan pajak pembuatan laporan keuangan lapor spt lapor spt tahunan orang pribadi umkm pt cv langsung wa yang dibio yaw jokipajak zonauang coretax,neutral
coretax asu kenapa kalo pakai tanda kutip hasil di inputan pas di pdf nya malah beda bangke,negative
mestinya ga jauh disuruh beli obligasi negara demi nambal kas yg ambrol urutan casenya logis beban utang besar problem coretax ekonomi stag jatuh laporan apbn ga dirilis kas jeblok cpns ditunda solusi efesiensi besar an blm ngefek para konglo diharap jadi juru selamat,negative
mulai dah si kimak coretax,negative
cara paling cepet buat cek yang dpp nya error download excelnya dpp dpp nilai lain yang minus berarti salah ini sample tanggal feb padahal ini belum semua tanggal ini aja yg error udah fp lebih mo gila rasanya bener ya lu coretax,positive
